StateID,BirthYear,PayrollType,PayrollFrequency,NetIncome,GrossIncome,LeadProvider,RequestedAmount,BankAccountType,SubAffiliateId,LeadCost,percentProfit
MD,1975,Direct Deposit,Bi-Weekly,6000,0,Leads Market $5,350,Checking,,0,2.497485714
VA,1992,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,250,Checking,,0,2.49712
VA,1994,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,200,Checking,,0,0.1310668
VA,1992,Direct Deposit,Bi-Weekly,3000,0,Loan Transfer,400,Checking,,0,2.9933
VA,1994,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,500,Checking,,5,3.1072
VA,1994,Direct Deposit,Bi-Weekly,1779,1200,SPRG.com,500,Checking,Other,0,1.664542857
VA,1997,Direct Deposit,Weekly,2600,0,Lead Toro $5,500,Checking,,5,-0.1
VA,1997,Direct Deposit,Weekly,3000,0,SPRG.com,300,Checking,,0,-0.8317
VA,1967,Direct Deposit,Bi-Weekly,3000,0,Loan Transfer,670,Checking,,0,2.363223881
VA,1957,Direct Deposit,Bi-Weekly,760,0,SPRG.com,200,Checking,,0,0.8516
VA,1959,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,500,Checking,,5,2.247371429
VA,1959,Direct Deposit,Semi-Monthly,5000,0,Dot 818 $5,500,Checking,,5,3.0055
VA,1959,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,500,Checking,,5,0.200833333
VA,1968,Direct Deposit,Bi-Weekly,3500,0,Loan Transfer,610,Checking,,0,2.716377049
GA,1972,Direct Deposit,Monthly,1280,1280,SPRG.com,200,Checking,Car repair,0,2.62995
VA,1963,Direct Deposit,Bi-Weekly,6500,0,Lead Toro $5,1400,Checking,,5,2.0901424
VA,1962,Direct Deposit,Bi-Weekly,2900,0,Loan Transfer,465,Checking,,0,2.122408602
VA,1978,Direct Deposit,Weekly,3501,0,Lead Toro $5,500,Checking,,5,1.520333333
VA,1978,Direct Deposit,Semi-Monthly,2840,4200,SPRG.com,200,Checking,Day to day expenses,0,0.5615
VA,1964,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $5,500,Checking,,5,-0.126580857
VA,1980,Direct Deposit,Semi-Monthly,2400,0,SPRG.com,500,Checking,Other,0,1.517225
VA,1981,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,500,Checking,,5,-0.1492
VA,1982,Direct Deposit,Semi-Monthly,2060,0,Lead Toro $5,500,Checking,,5,1.33495
VA,1973,Direct Deposit,Semi-Monthly,2500,0,Dot 818 $5,500,Checking,,5,-1.0177
VA,1977,Direct Deposit,Bi-Weekly,3337,0,Dot 818 $5,500,Checking,,5,0.582666667
VA,1980,Direct Deposit,Weekly,3500,0,Loan Transfer,545,Checking,,0,0.836385321
MD,1968,Direct Deposit,Bi-Weekly,7150,11500,SPRG.com,350,Checking,,0,2.76792
VA,1979,Direct Deposit,Weekly,3523,0,SPRG.com,500,Checking,Other,0,-0.4951
VA,1968,Direct Deposit,Bi-Weekly,2648,1500,SPRG.com,300,Checking,,0,2.575333333
MD,1978,Direct Deposit,Bi-Weekly,4000,0,Loan Transfer,450,Checking,,0,0.344422222
VA,1968,Direct Deposit,Weekly,3000,0,Lead Toro $5,965,Checking,,0,1.252207254
NC,1984,Direct Deposit,Weekly,3000,0,Lead Toro $5,400,Checking,,0,1.30895
VA,1978,Direct Deposit,Semi-Monthly,3500,0,Dot 818 $5,500,Checking,,5,1.904857143
VA,1981,Direct Deposit,Bi-Weekly,4613,4800,SPRG.com,800,Checking,Other,0,-0.6914
VA,1987,Direct Deposit,Bi-Weekly,3497,3240,SPRG.com,800,Checking,Other,0,-1
VA,1977,Direct Deposit,Weekly,3500,0,Lead Toro $5,500,Checking,,5,1.5254
VA,1987,Direct Deposit,Bi-Weekly,1733,2000,SPRG.com,750,Checking,Moving - Relocating,0,-1
VA,1972,Direct Deposit,Weekly,3500,0,Dot 818 $5,500,Checking,,0,1.692771429
VA,1982,Direct Deposit,Weekly,3163,500,SPRG.com,675,Checking,,0,-0.190989474
VA,1987,Direct Deposit,Weekly,4500,0,Lead Toro $5,300,Checking,,5,-0.680066667
VA,1988,Direct Deposit,Weekly,2500,0,Dot 818 $5,500,Checking,,5,1.625866667
VA,1985,Direct Deposit,Weekly,4000,0,Dot 818 $5,500,Checking,,5,1.313
VA,1988,Direct Deposit,Bi-Weekly,2002,0,Lead Toro $5,500,Checking,,5,1.096314286
MA,1983,Direct Deposit,Weekly,2747,2250,SPRG.com,800,Checking,Moving - Relocating,0,-1
VA,1989,Direct Deposit,Bi-Weekly,1733,2550,SPRG.com,200,Checking,,0,2.2778
VA,1989,Direct Deposit,Weekly,4166,0,Dot 818 $5,500,Checking,,5,1.674363636
VA,1988,Direct Deposit,Bi-Weekly,2095,2900,SPRG.com,800,Checking,Other,0,2.567133333
GA,1988,Direct Deposit,Bi-Weekly,1785,2500,SPRG.com,650,Checking,Car repair,0,-0.6914
GA,1990,Direct Deposit,Bi-Weekly,2947,0,Dot 818 $5,250,Checking,,0,1.69344
VA,1990,Direct Deposit,Bi-Weekly,1500,0,Lead Toro $5,325,Checking,,0,2.496430769
VA,1990,Direct Deposit,Bi-Weekly,4200,0,Lead Toro $5,250,Checking,,0,-0.6858
VA,1988,Direct Deposit,Bi-Weekly,4983,0,SPRG.com,700,Checking,Car repair,0,0.6172
VA,1991,Direct Deposit,Weekly,3571,3296,SPRG.com,1300,Checking,Medical - Dental,0,1.517588889
MO,1991,Direct Deposit,Semi-Monthly,2123,2000,SPRG.com,376,Checking,,0,0.852101064
VA,1990,Direct Deposit,Bi-Weekly,4535,5200,SPRG.com,400,Checking,,0,0.8516
VA,1991,Direct Deposit,Bi-Weekly,3001,0,Lead Toro $5,300,Checking,,0,0.768533333
UT,1992,Direct Deposit,Bi-Weekly,1807,1300,SPRG.com,350,Checking,Medical - Dental,0,1.8278
VA,1989,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,350,Checking,,0,2.2632
VA,1992,Direct Deposit,Bi-Weekly,2698,2200,SPRG.com,800,Checking,Day to day expenses,0,-0.3828
VA,1994,Direct Deposit,Bi-Weekly,4000,0,Dot 818 $5,500,Checking,,5,1.50175
VA,1993,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,500,Checking,,5,-0.476018182
MD,1995,Direct Deposit,Bi-Weekly,1842,1600,SPRG.com,400,Checking,Day to day expenses,0,3.319666667
VA,1997,Direct Deposit,Weekly,1900,0,Dot 818 $5,500,Checking,,5,1.3258
VA,1998,Direct Deposit,Semi-Monthly,3000,0,Dot 818 $5,700,Checking,,5,-0.39165
VA,1958,Direct Deposit,Bi-Weekly,1601,0,Lead Toro $5,800,Checking,,5,-0.1839055
VA,1970,Direct Deposit,Semi-Monthly,5000,0,Loan Transfer,600,Checking,,0,2.493116667
GA,1967,Direct Deposit,Weekly,5000,0,Dot 818 $5,800,Checking,,5,0.457428571
VA,1961,Direct Deposit,Weekly,3753,0,Lead Toro $5,500,Checking,,5,0.894171429
NC,1967,Direct Deposit,Bi-Weekly,6212,6200,SPRG.com,800,Checking,Medical - Dental,0,3.1232
VA,1977,Direct Deposit,Bi-Weekly,1040,0,SPRG.com,700,Checking,,0,2.321428571
VA,1968,Direct Deposit,Bi-Weekly,10617,0,SPRG.com,800,Checking,Other,0,3.1792375
VA,1980,Direct Deposit,Bi-Weekly,2006,0,Lead Toro $5,500,Checking,,5,-0.9916665
VA,1979,Direct Deposit,Weekly,3500,0,Dot 818 $5,500,Checking,,5,1.68242
DC,1968,Direct Deposit,Weekly,5000,0,Leads Market $5,800,Checking,,5,1.64242
VA,1978,Direct Deposit,Weekly,1820,2000,SPRG.com,500,Checking,Car repair,0,1.65364
DC,1981,Direct Deposit,Bi-Weekly,3588,0,Dot 818 $5,500,Checking,,5,1.693171429
VA,1978,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,500,Checking,,5,2.75124
VA,1971,Direct Deposit,Bi-Weekly,5000,0,SPRG.com,300,Checking,Day to day expenses,0,0.7207
VA,1982,Direct Deposit,Weekly,2327,1700,SPRG.com,400,Checking,Day to day expenses,0,-0.66344
VA,1971,Direct Deposit,Bi-Weekly,3500,0,Dot 818 $5,500,Checking,,5,1.247371429
VA,1977,Direct Deposit,Weekly,2000,0,Lead Toro $5,500,Checking,,5,0.5896
VA,1983,Direct Deposit,Bi-Weekly,2709,0,Dot 818 $5,500,Checking,,5,-1.258333333
VA,1984,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $15,350,Checking,,0,2.497485714
VA,1985,Direct Deposit,Weekly,1700,0,SPRG.com,250,Checking,,0,-0.83172
VA,1986,Direct Deposit,Bi-Weekly,2271,3500,SPRG.com,600,Checking,Other,0,-0.3828
VA,1981,Direct Deposit,Weekly,2000,0,SPRG.com,800,Checking,,0,1.214571429
VA,1980,Direct Deposit,Bi-Weekly,3001,0,Dot 818 $5,500,Checking,,5,-0.7414
VA,1972,Direct Deposit,Semi-Monthly,6040,8000,SPRG.com,350,Checking,,0,3.047828571
VA,1982,Direct Deposit,Semi-Monthly,3000,0,Dot 818 $5,300,Checking,,0,3.038566667
VA,1980,Direct Deposit,Weekly,1595,2000,SPRG.com,200,Checking,Car repair,0,0.3464
VA,1982,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,500,Checking,,5,0.556031
VA,1976,Direct Deposit,Bi-Weekly,2500,0,Lead Toro $5,700,Checking,,5,0.9602
VA,1986,Direct Deposit,Bi-Weekly,1181,1400,SPRG.com,785,Checking,Other,0,1.055471264
VA,1987,Direct Deposit,Weekly,3393,3600,SPRG.com,800,Checking,Day to day expenses,0,1.69245
VA,1989,Direct Deposit,Semi-Monthly,2500,0,Dot 818 $5,450,Checking,,0,2.452511111
VA,1990,Direct Deposit,Weekly,2505,2300,SPRG.com,800,Checking,Consolidate PayDay Loans,0,0.682857143
VA,1990,Direct Deposit,Bi-Weekly,3500,0,Lead Toro $5,500,Checking,,5,0.223
VA,1986,Direct Deposit,Bi-Weekly,6000,0,Dot 818 $5,500,Checking,,5,3.2822334
VA,1992,Direct Deposit,Weekly,2000,0,Lead Toro $5,600,Checking,,5,-0.387911
VA,1991,Direct Deposit,Bi-Weekly,1801,1800,SPRG.com,300,Checking,Day to day expenses,0,-0.6858
VA,1992,Direct Deposit,Weekly,2600,0,SPRG.com,300,Checking,,0,0.1781
VA,1992,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,500,Checking,,5,3.0632
VA,1993,Direct Deposit,Bi-Weekly,3500,0,Dot 818 $5,800,Checking,,5,0.694457143
VA,1994,Direct Deposit,Weekly,2188,0,SPRG.com,800,Checking,Other,0,-0.8317
VA,1995,Direct Deposit,Weekly,2058,0,Lead Toro $5,700,Checking,,5,1.5642
OH,1995,Paper Check,Bi-Weekly,3001,0,Dot 818 $15,350,Checking,,0,-1.257142857
VA,1955,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,200,Checking,,0,2.71435
VA,1996,Direct Deposit,Bi-Weekly,2817,2600,SPRG.com,325,Checking,,0,0.256888889
VA,1961,Direct Deposit,Weekly,2500,0,Loan Transfer,655,Checking,,0,1.499083969
VA,1959,Direct Deposit,Bi-Weekly,3750,0,Dot 818 $15,400,Checking,,0,2.9933
VA,1959,Direct Deposit,Bi-Weekly,4117,4200,SPRG.com,550,Checking,Medical - Dental,0,2.761
VA,1970,Direct Deposit,Bi-Weekly,5443,7000,SPRG.com,350,Checking,,0,0.52675
MD,1974,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,300,Checking,,0,1.831566667
VA,1977,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,500,Checking,,5,0.106545455
VA,1969,Direct Deposit,Semi-Monthly,3000,0,Dot 818 $5,425,Checking,,0,3.292094118
VA,1966,Direct Deposit,Bi-Weekly,2295,2600,SPRG.com,200,Checking,,0,1.1739
VA,1967,Direct Deposit,Weekly,2375,0,SPRG.com,350,Checking,Other,0,1.449285714
VA,1963,Direct Deposit,Weekly,2500,0,Lead Toro $5,500,Checking,,5,0.4897
VA,1981,Direct Deposit,Bi-Weekly,3500,0,Dot 818 $5,500,Checking,,5,3.0959
VA,1982,Direct Deposit,Weekly,5000,0,Dot 818 $5,800,Checking,,5,-0.6201
VA,1982,Direct Deposit,Bi-Weekly,2600,1600,SPRG.com,600,Checking,Day to day expenses,0,-0.6914
VA,1968,Direct Deposit,Bi-Weekly,5016,0,Lead Toro $5,500,Checking,,5,0.8846
VA,1983,Direct Deposit,Semi-Monthly,3000,0,Lead Toro $5,500,Checking,,5,0.258367
VA,1985,Direct Deposit,Weekly,5000,0,SPRG.com,500,Checking,,0,-0.6634
VA,1985,Direct Deposit,Weekly,1750,0,Dot 818 $5,900,Checking,,5,0.908542857
VA,1985,Direct Deposit,Weekly,3000,0,SPRG.com,600,Checking,,0,-0.8317
GA,1984,Direct Deposit,Bi-Weekly,2500,0,Leads Market $5,800,Checking,,5,-0.234725
VA,1978,Direct Deposit,Bi-Weekly,3499,0,Lead Toro $5,500,Checking,,5,0.098724
VA,1985,Direct Deposit,Semi-Monthly,2000,0,Dot 818 $5,500,Checking,,5,-0.753811
VA,1984,Direct Deposit,Semi-Monthly,3200,0,Lead Toro $5,400,Checking,,5,1.6075
VA,1985,Direct Deposit,Bi-Weekly,2383,0,Lead Toro $5,500,Checking,,5,0.78476
VA,1987,Direct Deposit,Bi-Weekly,1500,0,Lead Toro $5,600,Checking,,5,3.26345
VA,1981,Direct Deposit,Weekly,2500,0,Dot 818 $5,500,Checking,,5,-0.241833333
DC,1985,Direct Deposit,Bi-Weekly,11917,0,SPRG.com,800,Checking,Other,0,0.203125
VA,1979,Direct Deposit,Bi-Weekly,6000,0,Dot 818 $5,500,Checking,,5,-0.5078
VA,1978,Direct Deposit,Bi-Weekly,5092,7000,SPRG.com,500,Checking,Car repair,0,0.38875
VA,1983,Direct Deposit,Bi-Weekly,4700,0,Lead Toro $5,800,Checking,,5,0.1964
VA,1984,Direct Deposit,Bi-Weekly,2994,4500,SPRG.com,750,Checking,Car repair,0,2.704888889
VA,1980,Direct Deposit,Bi-Weekly,3501,3500,SPRG.com,550,Checking,Car repair,0,2.8446
VA,1988,Direct Deposit,Bi-Weekly,4500,0,Dot 818 $5,500,Checking,,5,-0.8564
VA,1980,Direct Deposit,Bi-Weekly,3500,0,Lead Toro $5,500,Checking,,5,-1.055
VA,1978,Direct Deposit,Bi-Weekly,3500,0,Lead Toro $5,500,Checking,,5,0.489428571
VA,1979,Direct Deposit,Bi-Weekly,1623,3000,SPRG.com,800,Checking,Day to day expenses,0,1.965025
VA,1987,Direct Deposit,Semi-Monthly,5000,0,Dot 818 $5,500,Checking,,5,3.37154
NC,1986,Direct Deposit,Bi-Weekly,3673,42000,SPRG.com,800,Checking,Day to day expenses,0,1.5136
VA,1985,Direct Deposit,Bi-Weekly,2500,0,Lead Toro $5,500,Checking,,5,-0.7514
VA,1990,Direct Deposit,Semi-Monthly,1418,950,SPRG.com,300,Checking,,0,3.04776
VA,1989,Direct Deposit,Bi-Weekly,2000,0,Lead Toro $5,200,Checking,,5,0.4352
VA,1989,Direct Deposit,Bi-Weekly,1733,2000,SPRG.com,200,Checking,Medical - Dental,0,-0.3716
VA,1991,Direct Deposit,Bi-Weekly,1842,2500,SPRG.com,800,Checking,Other,0,0.2344
VA,1991,Direct Deposit,Bi-Weekly,3750,0,Lead Toro $5,800,Checking,,5,2.947725
VA,1991,Direct Deposit,Semi-Monthly,1217,0,SPRG.com,300,Checking,,0,2.036
VA,1992,Direct Deposit,Bi-Weekly,4000,0,Dot 818 $5,500,Checking,,5,2.942955667
VA,1987,Direct Deposit,Weekly,1640,0,SPRG.com,200,Checking,Other,0,1.1642
VA,1993,Direct Deposit,Weekly,2000,0,Dot 818 $5,500,Checking,,5,-0.758266667
VA,1994,Direct Deposit,Bi-Weekly,2500,0,Lead Toro $5,500,Checking,,5,0.518
VA,1995,Direct Deposit,Weekly,4000,0,Dot 818 $5,500,Checking,,5,1.66705
VA,1995,Direct Deposit,Weekly,2968,3200,SPRG.com,480,Checking,Day to day expenses,0,0.907041667
VA,1995,Direct Deposit,Weekly,3500,0,Dot 818 $5,500,Checking,,5,1.67995
VA,1998,Direct Deposit,Weekly,2167,4000,SPRG.com,350,Checking,Day to day expenses,0,0.009714286
VA,1998,Direct Deposit,Weekly,2000,0,Dot 818 $5,500,Checking,,5,-0.440581818
VA,1998,Direct Deposit,Weekly,1781,2200,SPRG.com,250,Checking,Taxes,0,-0.83172
VA,1952,Direct Deposit,Bi-Weekly,2167,0,Loan Transfer,275,Checking,,0,2.497709091
VA,1963,Direct Deposit,Monthly,1774,1774,SPRG.com,800,Checking,Car repair,0,2.333028571
VA,1970,Direct Deposit,Weekly,3000,0,Dot 818 $15,700,Checking,,0,0.6245
VA,1976,Direct Deposit,Weekly,5100,0,SPRG.com,800,Checking,Day to day expenses,0,1.69245
VA,1971,Direct Deposit,Bi-Weekly,3001,0,Lead Toro $5,500,Checking,,5,2.750342857
VA,1978,Direct Deposit,Weekly,2600,0,Lead Toro $5,350,Checking,,0,1.526257143
VA,1969,Direct Deposit,Bi-Weekly,5000,0,Lead Toro $5,500,Checking,,5,3.2920668
VA,1968,Direct Deposit,Weekly,3000,0,Lead Toro $5,500,Checking,,5,0.908457143
VA,1972,Direct Deposit,Monthly,3500,0,Lead Toro $5,1020,Checking,,5,0.841505747
VA,1983,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,500,Checking,,5,1.3721336
VA,1973,Direct Deposit,Bi-Weekly,5087,6125,SPRG.com,800,Checking,,0,0.317214286
VA,1982,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,500,Checking,,5,0.583
VA,1967,Direct Deposit,Semi-Monthly,5500,0,Lead Toro $5,700,Checking,,5,0.82716
VA,1983,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,400,Checking,,5,-0.0824
VA,1981,Direct Deposit,Semi-Monthly,3000,0,Loan Transfer,250,Checking,,0,1.03196
VA,1969,Direct Deposit,Weekly,5000,0,Lead Toro $5,425,Checking,,0,1.155976471
GA,1978,Direct Deposit,Bi-Weekly,5000,0,Leads Market $5,350,Checking,,0,1.900177778
VA,1970,Direct Deposit,Semi-Monthly,3000,0,Dot 818 $5,900,Checking,,5,0.251292308
VA,1972,Direct Deposit,Semi-Monthly,7760,7833,SPRG.com,200,Checking,Other,0,2.85925
VA,1971,Direct Deposit,Semi-Monthly,3500,0,Loan Transfer,400,Checking,,0,2.123
VA,1986,Direct Deposit,Semi-Monthly,2876,2400,SPRG.com,200,Checking,Car repair,0,1.2792
VA,1986,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,250,Checking,,0,0.9199468
VA,1973,Direct Deposit,Semi-Monthly,5000,0,Lead Toro $5,1055,Checking,,5,1.069340314
VA,1981,Direct Deposit,Bi-Weekly,1831,2500,SPRG.com,500,Checking,Day to day expenses,0,2.46025
VA,1980,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,500,Checking,,5,0.0922
VA,1977,Direct Deposit,Weekly,3000,0,Lead Toro $5,500,Checking,,5,0.1281
VA,1977,Direct Deposit,Weekly,3500,0,Dot 818 $5,500,Checking,,5,-0.5201
VA,1985,Direct Deposit,Bi-Weekly,2487,0,SPRG.com,500,Checking,Other,0,0.3008
VA,1977,Direct Deposit,Bi-Weekly,2288,3500,SPRG.com,800,Checking,Day to day expenses,0,1.6316
VA,1987,Direct Deposit,Semi-Monthly,3000,3000,Lead Toro $5,350,Checking,,0,-1.107142857
VA,1982,Direct Deposit,Monthly,2847,2500,SPRG.com,300,Checking,Medical - Dental,0,1.5348
VA,1982,Direct Deposit,Bi-Weekly,1554,1500,SPRG.com,200,Checking,Day to day expenses,0,-0.6858
VA,1987,Direct Deposit,Semi-Monthly,5500,0,Lead Toro $5,700,Checking,,5,0.286389
VA,1983,Direct Deposit,Bi-Weekly,2167,0,SPRG.com,450,Checking,,0,0.250688889
VA,1988,Direct Deposit,Weekly,2258,2800,SPRG.com,500,Checking,Car repair,0,-0.411
VA,1988,Direct Deposit,Semi-Monthly,2950,3975,SPRG.com,200,Checking,,0,-1
NC,1977,Direct Deposit,Bi-Weekly,3000,0,Lead Toro $5,200,Checking,,0,-0.0317
VA,1988,Direct Deposit,Bi-Weekly,6000,0,Dot 818 $5,500,Checking,,5,-0.0875332
VA,1989,Direct Deposit,Weekly,3068,3500,SPRG.com,500,Checking,Consolidate PayDay Loans,0,-0.03728
VA,1990,Direct Deposit,Bi-Weekly,2253,0,SPRG.com,500,Checking,Other,0,0.644729412
VA,1990,Direct Deposit,Bi-Weekly,3792,0,Lead Toro $5,500,Checking,,5,0.808331
VA,1990,Direct Deposit,Bi-Weekly,2500,0,Lead Toro $5,600,Checking,,5,-0.8414
VA,1991,Direct Deposit,Bi-Weekly,1281,1600,SPRG.com,200,Checking,Day to day expenses,0,2.7706
VA,1991,Direct Deposit,Weekly,1517,0,Lead Toro $5,200,Checking,,0,1.77675
VA,1980,Direct Deposit,Semi-Monthly,4400,0,Dot 818 $15,550,Checking,,0,0.724636364
VA,1992,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,500,Checking,,5,-0.859533333
VA,1993,Direct Deposit,Bi-Weekly,2383,0,SPRG.com,500,Checking,Other,0,-0.6858
VA,1993,Direct Deposit,Semi-Monthly,2700,3980,SPRG.com,800,Checking,Other,0,2.184485714
VA,1991,Direct Deposit,Bi-Weekly,2500,0,Dot 818 $5,250,Checking,,5,2.32944
VA,1994,Direct Deposit,Weekly,1356,1600,SPRG.com,800,Checking,Other,0,-0.66344
AL,1995,Direct Deposit,Weekly,4576,4100,SPRG.com,250,Checking,Day to day expenses,0,-0.8317
OH,1995,Direct Deposit,Bi-Weekly,3324,2400,SPRG.com,800,Checking,Moving - Relocating,0,-0.228475
VA,1996,Direct Deposit,Weekly,1768,0,SPRG.com,800,Checking,Other,0,1.692533333
VA,1996,Direct Deposit,Bi-Weekly,2000,0,Dot 818 $5,200,Checking,,0,-0.3966
VA,1955,Direct Deposit,Semi-Monthly,4810,6667,SPRG.com,800,Checking,Car repair,0,2.323
VA,1956,Direct Deposit,Bi-Weekly,4875,0,Lead Toro $5,500,Checking,,5,1.108714286
VA,1959,Direct Deposit,Bi-Weekly,5000,0,Lead Toro $5,500,Checking,,5,0.799485714
VA,1962,Direct Deposit,Weekly,2500,0,Lead Toro $5,500,Checking,,5,0.31515
VA,1958,Direct Deposit,Bi-Weekly,5500,0,Loan Transfer,1505,Checking,,0,2.063282392
VA,1964,Direct Deposit,Bi-Weekly,2973,3300,SPRG.com,350,Checking,,0,-0.714828571
VA,1979,Direct Deposit,Weekly,3974,0,Lead Toro $5,350,Checking,,0,1.104771429
GA,1979,Direct Deposit,Bi-Weekly,2652,3044,SPRG.com,300,Checking,Other,0,-1
VA,1977,Direct Deposit,Bi-Weekly,2167,0,Loan Transfer,840,Checking,,0,1.72897619
VA,1967,Direct Deposit,Monthly,4000,0,Loan Transfer,350,Checking,,0,1.274285714
VA,1983,Direct Deposit,Weekly,2400,0,Dot 818 $5,600,Checking,,5,1.68242
VA,1980,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,500,Checking,,5,1.452133333
VA,1983,Direct Deposit,Weekly,3000,0,Dot 818 $5,500,Checking,,5,-0.595142857
VA,1984,Direct Deposit,Bi-Weekly,3033,4000,SPRG.com,800,Checking,Other,0,-0.4914
VA,1981,Direct Deposit,Weekly,1500,0,Lead Toro $5,995,Checking,,5,0.900134228
VA,1985,Direct Deposit,Weekly,2154,1700,SPRG.com,500,Checking,Medical - Dental,0,1.4263
VA,1980,Direct Deposit,Weekly,2500,0,Dot 818 $5,300,Checking,,5,-0.6701
VA,1986,Direct Deposit,Bi-Weekly,3250,0,Lead Toro $5,500,Checking,,5,0.471057143
VA,1976,Direct Deposit,Weekly,3000,0,Lead Toro $5,500,Checking,,5,-0.675
MD,1973,Direct Deposit,Semi-Monthly,3000,0,Lead Toro $5,500,Checking,,5,2.05415
VA,1979,Direct Deposit,Semi-Monthly,1338,0,SPRG.com,800,Checking,Other,0,3.649788235
VA,1980,Direct Deposit,Bi-Weekly,2500,0,Lead Toro $5,500,Checking,,5,3.2994
VA,1982,Direct Deposit,Semi-Monthly,1500,0,Lead Toro $5,820,Checking,,5,2.856711538
VA,1981,Direct Deposit,Bi-Weekly,2300,0,Lead Toro $5,675,Checking,,5,2.418222222
VA,1988,Direct Deposit,Weekly,6000,0,SPRG.com,800,Checking,,0,-1
VA,1988,Direct Deposit,Bi-Weekly,2500,0,SPRG.com,800,Checking,Other,0,1.214833333
VA,1990,Direct Deposit,Bi-Weekly,2500,0,Lead Toro $5,500,Checking,,5,2.1438
VA,1991,Direct Deposit,Semi-Monthly,5000,0,Lead Toro $5,600,Checking,,5,2.600381143
VA,1986,Direct Deposit,Bi-Weekly,3608,0,SPRG.com,200,Checking,Car repair,0,-1
TX,1988,Direct Deposit,Weekly,3500,0,PW Other Sites $15,500,Checking,,0,1.36272
VA,1991,Direct Deposit,Bi-Weekly,2140,0,Dot 818 $5,400,Checking,,5,0.128611333
VA,1992,Direct Deposit,Bi-Weekly,1820,0,SPRG.com,350,Checking,,0,0
VA,1992,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,200,Checking,,0,3.3197
GA,1995,Direct Deposit,Weekly,3000,0,SPRG.com,600,Checking,,0,1.519428571
VA,1996,Direct Deposit,Weekly,5100,0,SPRG.com,800,Checking,,0,1.4199125
GA,1996,Direct Deposit,Bi-Weekly,2737,2000,SPRG.com,800,Checking,Car repair,0,3.319285714
VA,1997,Direct Deposit,Bi-Weekly,2750,0,Dot 818 $5,800,Checking,,5,2.778255667
NJ,1973,Direct Deposit,Weekly,2635,3200,SPRG.com,1100,Checking,Car repair,0,1.4229625
VA,1970,Direct Deposit,Semi-Monthly,3600,0,Loan Transfer,975,Checking,,0,1.034
VA,1959,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $15,250,Checking,,0,2.5944
VA,1973,Direct Deposit,Weekly,1600,0,Lead Toro $5,300,Checking,,0,0.890857143
VA,1976,Direct Deposit,Weekly,1634,0,SPRG.com,800,Checking,Day to day expenses,0,1.3682
NC,1976,Direct Deposit,Bi-Weekly,3500,0,Dot 818 $15,500,Checking,,15,-1.06
VA,1968,Direct Deposit,Bi-Weekly,1658,1500,SPRG.com,500,Checking,Day to day expenses,0,-0.6914
VA,1979,Direct Deposit,Bi-Weekly,1666,0,SPRG.com,200,Checking,Other,0,1.9145
VA,1968,Direct Deposit,Bi-Weekly,3000,0,Dot 818 $5,500,Checking,,5,2.8907
NC,1970,Direct Deposit,Bi-Weekly,3467,3200,Loan Transfer,500,Checking,,0,1.68528
VA,1981,Direct Deposit,Semi-Monthly,5000,0,Dot 818 $5,500,Checking,,5,3.638457143
VA,1975,Direct Deposit,Bi-Weekly,3532,5080,SPRG.com,350,Checking,,0,3.011
VA,1983,Direct Deposit,Weekly,6500,0,Lead Toro $5,500,Checking,,5,0.533
VA,1968,Direct Deposit,Bi-Weekly,1600,0,Dot 818 $15,200,Checking,,0,0.325
VA,1985,Direct Deposit,Weekly,1625,1699,SPRG.com,500,Checking,Car repair,0,1.69344
VA,1986,Direct Deposit,Weekly,1980,2000,SPRG.com,400,Checking,Car repair,0,-0.83172
TN,1983,Direct Deposit,Weekly,3250,0,Leads Market $15,500,Checking,,15,-0.841142857
VA,1971,Direct Deposit,Bi-Weekly,1800,0,Dot 818 $5,825,Checking,,5,2.447488
VA,1986,Direct Deposit,Semi-Monthly,3001,0,Lead Toro $5,500,Checking,,5,-0.760571429
